id,date,time,topic,co2,humidity,temp
264602112,2024-12-10,19:16:27,/ttndata/senzory/wifi/co2/69,1190,"71,41","20,52"
264602025,2024-12-10,19:16:16,/ttndata/senzory/wifi/co2/69,1189,"71,54","20,45"
264601952,2024-12-10,19:16:11,/ttndata/senzory/wifi/co2/69,1187,"71,57","20,47"
264601933,2024-12-10,19:16:06,/ttndata/senzory/wifi/co2/69,1190,"71,68","20,45"
264601885,2024-12-10,19:15:59,/ttndata/senzory/wifi/co2/69,1190,"71,79","20,38"
264601802,2024-12-10,19:15:54,/ttndata/senzory/wifi/co2/69,1189,"71,88","20,35"
264601726,2024-12-10,19:15:49,/ttndata/senzory/wifi/co2/69,1189,"71,92","20,34"
264601721,2024-12-10,19:15:44,/ttndata/senzory/wifi/co2/69,1189,"71,98","20,31"
264601699,2024-12-10,19:15:39,/ttndata/senzory/wifi/co2/69,1190,"72,06","20,28"
264601552,2024-12-10,19:15:27,/ttndata/senzory/wifi/co2/69,1191,"72,14","20,24"
264601535,2024-12-10,19:15:22,/ttndata/senzory/wifi/co2/69,1192,"72,25","20,22"
264601520,2024-12-10,19:15:17,/ttndata/senzory/wifi/co2/69,1191,"72,29","20,21"
264601513,2024-12-10,19:15:11,/ttndata/senzory/wifi/co2/69,1190,"72,43","20,16"
264601381,2024-12-10,19:15:04,/ttndata/senzory/wifi/co2/69,1192,"72,51","20,13"
264601349,2024-12-10,19:14:57,/ttndata/senzory/wifi/co2/69,1192,"72,54","20,11"
264601272,2024-12-10,19:14:52,/ttndata/senzory/wifi/co2/69,1193,"72,56","20,09"
264601192,2024-12-10,19:14:47,/ttndata/senzory/wifi/co2/69,1192,"72,63","20,05"
264601183,2024-12-10,19:14:42,/ttndata/senzory/wifi/co2/69,1193,"72,74","20,04"
264601047,2024-12-10,19:14:36,/ttndata/senzory/wifi/co2/69,1193,"72,86","20,00"
264601029,2024-12-10,19:14:29,/ttndata/senzory/wifi/co2/69,1193,"72,93","19,99"
264601024,2024-12-10,19:14:24,/ttndata/senzory/wifi/co2/69,1193,"72,99","19,97"
264600953,2024-12-10,19:14:19,/ttndata/senzory/wifi/co2/69,1194,"73,05","19,93"
264600877,2024-12-10,19:14:14,/ttndata/senzory/wifi/co2/69,1193,"73,08","19,92"
264600806,2024-12-10,19:14:09,/ttndata/senzory/wifi/co2/69,1194,"73,13","19,88"
264600714,2024-12-10,19:14:02,/ttndata/senzory/wifi/co2/69,1194,"73,24","19,83"
264600669,2024-12-10,19:13:56,/ttndata/senzory/wifi/co2/69,1194,"73,29","19,82"
264600590,2024-12-10,19:13:51,/ttndata/senzory/wifi/co2/69,1193,"73,39","19,78"
264600514,2024-12-10,19:13:46,/ttndata/senzory/wifi/co2/69,1194,"73,40","19,75"
264600497,2024-12-10,19:13:41,/ttndata/senzory/wifi/co2/69,1190,"73,47","19,75"
264600406,2024-12-10,19:13:34,/ttndata/senzory/wifi/co2/69,1191,"73,58","19,72"
264600316,2024-12-10,19:13:27,/ttndata/senzory/wifi/co2/69,1190,"73,64","19,69"
264600296,2024-12-10,19:13:22,/ttndata/senzory/wifi/co2/69,1190,"73,69","19,66"
264600287,2024-12-10,19:13:17,/ttndata/senzory/wifi/co2/69,1191,"73,74","19,62"
264600276,2024-12-10,19:13:12,/ttndata/senzory/wifi/co2/69,1190,"73,79","19,61"
264600253,2024-12-10,19:13:07,/ttndata/senzory/wifi/co2/69,1189,"73,83","19,56"
264600234,2024-12-10,19:13:01,/ttndata/senzory/wifi/co2/69,1191,"73,92","19,56"
264600079,2024-12-10,19:12:54,/ttndata/senzory/wifi/co2/69,1192,"74,02","19,50"
264600058,2024-12-10,19:12:49,/ttndata/senzory/wifi/co2/69,1192,"74,04","19,48"
264600045,2024-12-10,19:12:44,/ttndata/senzory/wifi/co2/69,1193,"74,10","19,47"
264600027,2024-12-10,19:12:39,/ttndata/senzory/wifi/co2/69,1192,"74,14","19,44"
264600010,2024-12-10,19:12:32,/ttndata/senzory/wifi/co2/69,1194,"74,23","19,41"
264600000,2024-12-10,19:12:25,/ttndata/senzory/wifi/co2/69,1194,"74,32","19,36"
264599996,2024-12-10,19:12:20,/ttndata/senzory/wifi/co2/69,1194,"74,39","19,35"
264599930,2024-12-10,19:12:15,/ttndata/senzory/wifi/co2/69,1194,"74,42","19,31"
264599856,2024-12-10,19:12:10,/ttndata/senzory/wifi/co2/69,1194,"74,49","19,30"
264599850,2024-12-10,19:12:05,/ttndata/senzory/wifi/co2/69,1193,"74,55","19,26"
264599704,2024-12-10,19:11:59,/ttndata/senzory/wifi/co2/69,1195,"74,55","19,25"
264599661,2024-12-10,19:11:52,/ttndata/senzory/wifi/co2/69,1192,"74,63","19,25"
264599642,2024-12-10,19:11:47,/ttndata/senzory/wifi/co2/69,1192,"74,75","19,19"
264599510,2024-12-10,19:11:42,/ttndata/senzory/wifi/co2/69,1191,"74,77","19,16"
264599499,2024-12-10,19:11:37,/ttndata/senzory/wifi/co2/69,1193,"74,80","19,14"
264599485,2024-12-10,19:11:32,/ttndata/senzory/wifi/co2/69,1193,"74,91","19,11"
264599347,2024-12-10,19:11:25,/ttndata/senzory/wifi/co2/69,1193,"74,94","19,09"
264599323,2024-12-10,19:11:19,/ttndata/senzory/wifi/co2/69,1194,"75,00","19,08"
264599309,2024-12-10,19:11:14,/ttndata/senzory/wifi/co2/69,1196,"75,03","19,06"
264599291,2024-12-10,19:11:09,/ttndata/senzory/wifi/co2/69,1195,"75,06","19,02"
264599279,2024-12-10,19:11:04,/ttndata/senzory/wifi/co2/69,1196,"75,12","19,00"
264599257,2024-12-10,19:10:57,/ttndata/senzory/wifi/co2/69,1195,"75,21","18,95"
264599113,2024-12-10,19:10:51,/ttndata/senzory/wifi/co2/69,1197,"75,27","18,95"
264599092,2024-12-10,19:10:44,/ttndata/senzory/wifi/co2/69,1196,"75,36","18,88"
264599020,2024-12-10,19:10:39,/ttndata/senzory/wifi/co2/69,1195,"75,41","18,89"
264598944,2024-12-10,19:10:34,/ttndata/senzory/wifi/co2/69,1197,"75,44","18,86"
264598934,2024-12-10,19:10:29,/ttndata/senzory/wifi/co2/69,1195,"75,48","18,85"
264598796,2024-12-10,19:10:22,/ttndata/senzory/wifi/co2/69,1195,"75,52","18,80"
264598778,2024-12-10,19:10:16,/ttndata/senzory/wifi/co2/69,1194,"75,56","18,79"
264598764,2024-12-10,19:10:11,/ttndata/senzory/wifi/co2/69,1194,"75,64","18,76"
264598628,2024-12-10,19:10:06,/ttndata/senzory/wifi/co2/69,1195,"75,67","18,74"
264598611,2024-12-10,19:10:01,/ttndata/senzory/wifi/co2/69,1195,"75,75","18,74"
264598586,2024-12-10,19:09:56,/ttndata/senzory/wifi/co2/69,1194,"75,79","18,68"
264598432,2024-12-10,19:09:49,/ttndata/senzory/wifi/co2/69,1193,"75,89","18,66"
264598415,2024-12-10,19:09:42,/ttndata/senzory/wifi/co2/69,1193,"75,95","18,64"
264598347,2024-12-10,19:09:37,/ttndata/senzory/wifi/co2/69,1194,"75,97","18,63"
264598280,2024-12-10,19:09:32,/ttndata/senzory/wifi/co2/69,1193,"76,00","18,60"
264598271,2024-12-10,19:09:27,/ttndata/senzory/wifi/co2/69,1192,"76,06","18,59"
264598200,2024-12-10,19:09:22,/ttndata/senzory/wifi/co2/69,1193,"76,09","18,58"
264598133,2024-12-10,19:09:16,/ttndata/senzory/wifi/co2/69,1194,"76,17","18,52"
264598108,2024-12-10,19:09:09,/ttndata/senzory/wifi/co2/69,1194,"76,23","18,51"
264597974,2024-12-10,19:09:04,/ttndata/senzory/wifi/co2/69,1194,"76,31","18,51"
264597958,2024-12-10,19:08:59,/ttndata/senzory/wifi/co2/69,1196,"76,32","18,46"
264597935,2024-12-10,19:08:54,/ttndata/senzory/wifi/co2/69,1196,"76,37","18,43"
264597783,2024-12-10,19:08:47,/ttndata/senzory/wifi/co2/69,1194,"76,47","18,42"
264597751,2024-12-10,19:08:36,/ttndata/senzory/wifi/co2/69,1196,"76,50","18,36"
264597667,2024-12-10,19:08:31,/ttndata/senzory/wifi/co2/69,1196,"76,55","18,34"
264597597,2024-12-10,19:08:26,/ttndata/senzory/wifi/co2/69,1195,"76,59","18,33"
264597589,2024-12-10,19:08:19,/ttndata/senzory/wifi/co2/69,1195,"76,64","18,31"
264597578,2024-12-10,19:08:14,/ttndata/senzory/wifi/co2/69,1194,"76,71","18,30"
264597555,2024-12-10,19:08:07,/ttndata/senzory/wifi/co2/69,1194,"76,76","18,25"
264597539,2024-12-10,19:08:02,/ttndata/senzory/wifi/co2/69,1195,"76,82","18,25"
264597516,2024-12-10,19:07:57,/ttndata/senzory/wifi/co2/69,1194,"76,87","18,21"
264597366,2024-12-10,19:07:52,/ttndata/senzory/wifi/co2/69,1193,"76,92","18,19"
264597347,2024-12-10,19:07:46,/ttndata/senzory/wifi/co2/69,1193,"76,98","18,20"
264597191,2024-12-10,19:07:34,/ttndata/senzory/wifi/co2/69,1193,"77,10","18,13"
264597179,2024-12-10,19:07:29,/ttndata/senzory/wifi/co2/69,1195,"77,09","18,11"
264597170,2024-12-10,19:07:24,/ttndata/senzory/wifi/co2/69,1195,"77,13","18,09"
264597038,2024-12-10,19:07:17,/ttndata/senzory/wifi/co2/69,1195,"77,17","18,09"
264597032,2024-12-10,19:07:12,/ttndata/senzory/wifi/co2/69,1195,"77,18","18,06"
264596941,2024-12-10,19:07:00,/ttndata/senzory/wifi/co2/69,1197,"77,33","18,00"
264596863,2024-12-10,19:06:55,/ttndata/senzory/wifi/co2/69,1196,"77,42","17,99"
264596845,2024-12-10,19:06:50,/ttndata/senzory/wifi/co2/69,1195,"77,43","17,98"
264596768,2024-12-10,19:06:44,/ttndata/senzory/wifi/co2/69,1196,"77,48","17,96"
264596662,2024-12-10,19:06:32,/ttndata/senzory/wifi/co2/69,1202,"77,60","17,91"
264596523,2024-12-10,19:06:27,/ttndata/senzory/wifi/co2/69,1202,"77,62","17,90"
264596511,2024-12-10,19:06:22,/ttndata/senzory/wifi/co2/69,1202,"77,66","17,87"
264596495,2024-12-10,19:06:15,/ttndata/senzory/wifi/co2/69,1203,"77,70","17,85"
264596414,2024-12-10,19:06:10,/ttndata/senzory/wifi/co2/69,1202,"77,76","17,84"
264596322,2024-12-10,19:05:58,/ttndata/senzory/wifi/co2/69,1202,"77,84","17,78"
264596237,2024-12-10,19:05:53,/ttndata/senzory/wifi/co2/69,1203,"77,86","17,78"
264596155,2024-12-10,19:05:48,/ttndata/senzory/wifi/co2/69,1204,"77,97","17,76"
264596125,2024-12-10,19:05:42,/ttndata/senzory/wifi/co2/69,1203,"78,05","17,72"
264595992,2024-12-10,19:05:35,/ttndata/senzory/wifi/co2/69,1202,"78,07","17,72"
264595971,2024-12-10,19:05:30,/ttndata/senzory/wifi/co2/69,1202,"78,09","17,68"
264595823,2024-12-10,19:05:24,/ttndata/senzory/wifi/co2/69,1202,"78,19","17,66"
264595802,2024-12-10,19:05:19,/ttndata/senzory/wifi/co2/69,1202,"78,24","17,64"
264595776,2024-12-10,19:05:12,/ttndata/senzory/wifi/co2/69,1202,"78,23","17,62"
264595766,2024-12-10,19:05:07,/ttndata/senzory/wifi/co2/69,1203,"78,32","17,61"
264595748,2024-12-10,19:05:00,/ttndata/senzory/wifi/co2/69,1202,"78,35","17,59"
264595725,2024-12-10,19:04:54,/ttndata/senzory/wifi/co2/69,1202,"78,46","17,57"
264595707,2024-12-10,19:04:49,/ttndata/senzory/wifi/co2/69,1203,"78,54","17,53"
264595679,2024-12-10,19:04:42,/ttndata/senzory/wifi/co2/69,1202,"78,57","17,50"
264595668,2024-12-10,19:04:37,/ttndata/senzory/wifi/co2/69,1203,"78,60","17,50"
264595655,2024-12-10,19:04:30,/ttndata/senzory/wifi/co2/69,1201,"78,67","17,48"
264595646,2024-12-10,19:04:24,/ttndata/senzory/wifi/co2/69,1202,"78,72","17,46"
264595507,2024-12-10,19:04:19,/ttndata/senzory/wifi/co2/69,1202,"78,77","17,44"
264595495,2024-12-10,19:04:12,/ttndata/senzory/wifi/co2/69,1202,"78,82","17,42"
264595486,2024-12-10,19:04:07,/ttndata/senzory/wifi/co2/69,1202,"78,83","17,41"
264595414,2024-12-10,19:04:02,/ttndata/senzory/wifi/co2/69,1203,"78,95","17,38"
264595332,2024-12-10,19:03:57,/ttndata/senzory/wifi/co2/69,1203,"78,96","17,35"
264595296,2024-12-10,19:03:50,/ttndata/senzory/wifi/co2/69,1203,"78,99","17,34"
264595280,2024-12-10,19:03:45,/ttndata/senzory/wifi/co2/69,1205,"79,06","17,34"
264595134,2024-12-10,19:03:39,/ttndata/senzory/wifi/co2/69,1205,"79,11","17,30"
264595107,2024-12-10,19:03:33,/ttndata/senzory/wifi/co2/69,1207,"79,12","17,31"
264595095,2024-12-10,19:03:28,/ttndata/senzory/wifi/co2/69,1208,"79,16","17,28"
264595021,2024-12-10,19:03:23,/ttndata/senzory/wifi/co2/69,1207,"79,21","17,26"
264594938,2024-12-10,19:03:17,/ttndata/senzory/wifi/co2/69,1207,"79,31","17,22"
264594921,2024-12-10,19:03:10,/ttndata/senzory/wifi/co2/69,1208,"79,35","17,22"
264594784,2024-12-10,19:03:05,/ttndata/senzory/wifi/co2/69,1208,"79,37","17,20"
264594761,2024-12-10,19:03:00,/ttndata/senzory/wifi/co2/69,1208,"79,38","17,17"
264594740,2024-12-10,19:02:55,/ttndata/senzory/wifi/co2/69,1205,"79,46","17,18"
264594591,2024-12-10,19:02:50,/ttndata/senzory/wifi/co2/69,1205,"79,51","17,17"
264594540,2024-12-10,19:02:38,/ttndata/senzory/wifi/co2/69,1203,"79,60","17,10"
264594525,2024-12-10,19:02:33,/ttndata/senzory/wifi/co2/69,1203,"79,69","17,10"
264594391,2024-12-10,19:02:28,/ttndata/senzory/wifi/co2/69,1202,"79,72","17,06"
264594376,2024-12-10,19:02:22,/ttndata/senzory/wifi/co2/69,1200,"79,76","17,05"
264594368,2024-12-10,19:02:17,/ttndata/senzory/wifi/co2/69,1200,"79,80","17,04"
264594287,2024-12-10,19:02:10,/ttndata/senzory/wifi/co2/69,1198,"79,89","17,00"
264594215,2024-12-10,19:02:05,/ttndata/senzory/wifi/co2/69,1197,"79,93","16,96"
264594194,2024-12-10,19:02:00,/ttndata/senzory/wifi/co2/69,1198,"79,97","16,97"
264594120,2024-12-10,19:01:55,/ttndata/senzory/wifi/co2/69,1198,"80,02","16,94"
264594032,2024-12-10,19:01:50,/ttndata/senzory/wifi/co2/69,1197,"80,07","16,92"
264593996,2024-12-10,19:01:38,/ttndata/senzory/wifi/co2/69,1197,"80,15","16,90"
264593859,2024-12-10,19:01:33,/ttndata/senzory/wifi/co2/69,1197,"80,22","16,90"
264593843,2024-12-10,19:01:28,/ttndata/senzory/wifi/co2/69,1198,"80,27","16,84"
264593838,2024-12-10,19:01:23,/ttndata/senzory/wifi/co2/69,1198,"80,32","16,84"
264593833,2024-12-10,19:01:18,/ttndata/senzory/wifi/co2/69,1199,"80,37","16,82"
264593765,2024-12-10,19:01:13,/ttndata/senzory/wifi/co2/69,1199,"80,44","16,80"
264593685,2024-12-10,19:01:06,/ttndata/senzory/wifi/co2/69,1201,"80,52","16,75"
264593548,2024-12-10,19:01:01,/ttndata/senzory/wifi/co2/69,1201,"80,56","16,74"
264593536,2024-12-10,19:00:56,/ttndata/senzory/wifi/co2/69,1203,"80,62","16,72"
264593510,2024-12-10,19:00:51,/ttndata/senzory/wifi/co2/69,1203,"80,65","16,69"
264593492,2024-12-10,19:00:45,/ttndata/senzory/wifi/co2/69,1203,"80,73","16,65"
264593421,2024-12-10,19:00:38,/ttndata/senzory/wifi/co2/69,1208,"80,81","16,61"
264593339,2024-12-10,19:00:31,/ttndata/senzory/wifi/co2/69,1208,"80,85","16,62"
264593332,2024-12-10,19:00:26,/ttndata/senzory/wifi/co2/69,1208,"80,86","16,59"
264593254,2024-12-10,19:00:21,/ttndata/senzory/wifi/co2/69,1209,"80,95","16,57"
264593184,2024-12-10,19:00:16,/ttndata/senzory/wifi/co2/69,1210,"81,00","16,53"
264593178,2024-12-10,19:00:11,/ttndata/senzory/wifi/co2/69,1209,"81,06","16,52"
264593170,2024-12-10,19:00:04,/ttndata/senzory/wifi/co2/69,1209,"81,13","16,46"
264593153,2024-12-10,18:59:58,/ttndata/senzory/wifi/co2/69,1208,"81,21","16,47"
264593130,2024-12-10,18:59:53,/ttndata/senzory/wifi/co2/69,1207,"81,25","16,43"
264593103,2024-12-10,18:59:48,/ttndata/senzory/wifi/co2/69,1208,"81,28","16,42"
264593026,2024-12-10,18:59:43,/ttndata/senzory/wifi/co2/69,1209,"81,32","16,41"
264592954,2024-12-10,18:59:36,/ttndata/senzory/wifi/co2/69,1209,"81,37","16,38"
264592813,2024-12-10,18:59:29,/ttndata/senzory/wifi/co2/69,1209,"81,47","16,32"
264592797,2024-12-10,18:59:24,/ttndata/senzory/wifi/co2/69,1208,"81,54","16,31"
264592787,2024-12-10,18:59:19,/ttndata/senzory/wifi/co2/69,1208,"81,59","16,28"
264592651,2024-12-10,18:59:14,/ttndata/senzory/wifi/co2/69,1209,"81,64","16,27"
264592641,2024-12-10,18:59:09,/ttndata/senzory/wifi/co2/69,1210,"81,69","16,26"
264592619,2024-12-10,18:59:03,/ttndata/senzory/wifi/co2/69,1210,"81,71","16,23"
264592485,2024-12-10,18:58:56,/ttndata/senzory/wifi/co2/69,1208,"81,82","16,15"
264592455,2024-12-10,18:58:51,/ttndata/senzory/wifi/co2/69,1207,"81,90","16,14"
264592426,2024-12-10,18:58:46,/ttndata/senzory/wifi/co2/69,1207,"81,95","16,12"
264592407,2024-12-10,18:58:41,/ttndata/senzory/wifi/co2/69,1207,"81,97","16,08"
264592265,2024-12-10,18:58:34,/ttndata/senzory/wifi/co2/69,1207,"82,05","16,07"
264592255,2024-12-10,18:58:29,/ttndata/senzory/wifi/co2/69,1207,"82,06","16,06"
264592112,2024-12-10,18:58:23,/ttndata/senzory/wifi/co2/69,1208,"82,14","16,03"
264592103,2024-12-10,18:58:18,/ttndata/senzory/wifi/co2/69,1208,"82,16","16,01"
264592091,2024-12-10,18:58:13,/ttndata/senzory/wifi/co2/69,1207,"82,28","15,97"
264592083,2024-12-10,18:58:08,/ttndata/senzory/wifi/co2/69,1207,"82,34","15,94"
264591945,2024-12-10,18:58:01,/ttndata/senzory/wifi/co2/69,1207,"82,35","15,89"
264591905,2024-12-10,18:57:49,/ttndata/senzory/wifi/co2/69,1207,"82,46","15,86"
264591880,2024-12-10,18:57:44,/ttndata/senzory/wifi/co2/69,1207,"82,50","15,83"
264591869,2024-12-10,18:57:39,/ttndata/senzory/wifi/co2/69,1207,"82,57","15,81"
264591854,2024-12-10,18:57:33,/ttndata/senzory/wifi/co2/69,1208,"82,65","15,76"
264591694,2024-12-10,18:57:21,/ttndata/senzory/wifi/co2/69,1207,"82,75","15,69"
264591688,2024-12-10,18:57:16,/ttndata/senzory/wifi/co2/69,1207,"82,77","15,69"
264591681,2024-12-10,18:57:11,/ttndata/senzory/wifi/co2/69,1207,"82,84","15,66"
264591541,2024-12-10,18:56:59,/ttndata/senzory/wifi/co2/69,1206,"83,00","15,58"
264591531,2024-12-10,18:56:54,/ttndata/senzory/wifi/co2/69,1207,"83,02","15,55"
264591505,2024-12-10,18:56:49,/ttndata/senzory/wifi/co2/69,1208,"83,07","15,54"
264591346,2024-12-10,18:56:43,/ttndata/senzory/wifi/co2/69,1208,"83,11","15,50"
264591326,2024-12-10,18:56:38,/ttndata/senzory/wifi/co2/69,1206,"83,13","15,46"
264591299,2024-12-10,18:56:26,/ttndata/senzory/wifi/co2/69,1207,"83,25","15,40"
264591154,2024-12-10,18:56:21,/ttndata/senzory/wifi/co2/69,1206,"83,30","15,36"
264591135,2024-12-10,18:56:16,/ttndata/senzory/wifi/co2/69,1206,"83,35","15,36"
264591125,2024-12-10,18:56:11,/ttndata/senzory/wifi/co2/69,1207,"83,39","15,32"
264591112,2024-12-10,18:56:04,/ttndata/senzory/wifi/co2/69,1208,"83,41","15,31"
264591096,2024-12-10,18:55:58,/ttndata/senzory/wifi/co2/69,1208,"83,47","15,28"
264591089,2024-12-10,18:55:53,/ttndata/senzory/wifi/co2/69,1208,"83,50","15,25"
264590940,2024-12-10,18:55:48,/ttndata/senzory/wifi/co2/69,1208,"83,54","15,20"
264590917,2024-12-10,18:55:43,/ttndata/senzory/wifi/co2/69,1206,"83,64","15,17"
264590898,2024-12-10,18:55:37,/ttndata/senzory/wifi/co2/69,1207,"83,67","15,17"
264590764,2024-12-10,18:55:31,/ttndata/senzory/wifi/co2/69,1208,"83,68","15,11"
264590756,2024-12-10,18:55:26,/ttndata/senzory/wifi/co2/69,1208,"83,72","15,09"
264590741,2024-12-10,18:55:21,/ttndata/senzory/wifi/co2/69,1208,"83,77","15,06"
264590613,2024-12-10,18:55:16,/ttndata/senzory/wifi/co2/69,1209,"83,79","15,04"
264590596,2024-12-10,18:55:09,/ttndata/senzory/wifi/co2/69,1209,"83,87","14,98"
264590442,2024-12-10,18:54:57,/ttndata/senzory/wifi/co2/69,1208,"83,96","14,93"
264590429,2024-12-10,18:54:52,/ttndata/senzory/wifi/co2/69,1209,"83,99","14,91"
264590402,2024-12-10,18:54:47,/ttndata/senzory/wifi/co2/69,1208,"84,01","14,87"
264590264,2024-12-10,18:54:40,/ttndata/senzory/wifi/co2/69,1208,"84,05","14,83"
264590256,2024-12-10,18:54:35,/ttndata/senzory/wifi/co2/69,1209,"84,09","14,80"
264590239,2024-12-10,18:54:29,/ttndata/senzory/wifi/co2/69,1212,"84,14","14,77"
264590232,2024-12-10,18:54:24,/ttndata/senzory/wifi/co2/69,1212,"84,14","14,74"
264590103,2024-12-10,18:54:19,/ttndata/senzory/wifi/co2/69,1210,"84,16","14,69"
264590095,2024-12-10,18:54:14,/ttndata/senzory/wifi/co2/69,1211,"84,21","14,65"
264590078,2024-12-10,18:54:07,/ttndata/senzory/wifi/co2/69,1211,"84,21","14,66"
264590065,2024-12-10,18:54:02,/ttndata/senzory/wifi/co2/69,1210,"84,26","14,60"
264589922,2024-12-10,18:53:55,/ttndata/senzory/wifi/co2/69,1210,"84,28","14,57"
264589905,2024-12-10,18:53:49,/ttndata/senzory/wifi/co2/69,1210,"84,28","14,55"
264589877,2024-12-10,18:53:44,/ttndata/senzory/wifi/co2/69,1209,"84,31","14,53"
264589731,2024-12-10,18:53:39,/ttndata/senzory/wifi/co2/69,1210,"84,37","14,49"
264589695,2024-12-10,18:53:27,/ttndata/senzory/wifi/co2/69,1212,"84,36","14,44"
264589683,2024-12-10,18:53:22,/ttndata/senzory/wifi/co2/69,1212,"84,42","14,43"
264589616,2024-12-10,18:53:17,/ttndata/senzory/wifi/co2/69,1211,"84,42","14,38"
264589549,2024-12-10,18:53:12,/ttndata/senzory/wifi/co2/69,1213,"84,47","14,33"
264589535,2024-12-10,18:53:07,/ttndata/senzory/wifi/co2/69,1213,"84,45","14,32"
264589524,2024-12-10,18:53:02,/ttndata/senzory/wifi/co2/69,1212,"84,50","14,27"
264589377,2024-12-10,18:52:56,/ttndata/senzory/wifi/co2/69,1213,"84,50","14,28"
264589356,2024-12-10,18:52:50,/ttndata/senzory/wifi/co2/69,1211,"84,53","14,23"
264589179,2024-12-10,18:52:39,/ttndata/senzory/wifi/co2/69,1212,"84,52","14,19"
264589169,2024-12-10,18:52:34,/ttndata/senzory/wifi/co2/69,1212,"84,52","14,16"
264589160,2024-12-10,18:52:29,/ttndata/senzory/wifi/co2/69,1214,"84,52","14,11"
264589023,2024-12-10,18:52:22,/ttndata/senzory/wifi/co2/69,1215,"84,53","14,07"
264589015,2024-12-10,18:52:17,/ttndata/senzory/wifi/co2/69,1215,"84,55","14,05"
264589002,2024-12-10,18:52:12,/ttndata/senzory/wifi/co2/69,1215,"84,55","14,05"
264588867,2024-12-10,18:52:07,/ttndata/senzory/wifi/co2/69,1215,"84,57","14,00"
264588859,2024-12-10,18:52:02,/ttndata/senzory/wifi/co2/69,1216,"84,54","13,96"
264588701,2024-12-10,18:51:50,/ttndata/senzory/wifi/co2/69,1216,"84,56","13,92"
264588660,2024-12-10,18:51:45,/ttndata/senzory/wifi/co2/69,1216,"84,53","13,88"
264588521,2024-12-10,18:51:40,/ttndata/senzory/wifi/co2/69,1216,"84,58","13,86"
264588512,2024-12-10,18:51:35,/ttndata/senzory/wifi/co2/69,1215,"84,55","13,81"
264588490,2024-12-10,18:51:30,/ttndata/senzory/wifi/co2/69,1215,"84,52","13,80"
264588418,2024-12-10,18:51:25,/ttndata/senzory/wifi/co2/69,1215,"84,52","13,77"
264588341,2024-12-10,18:51:19,/ttndata/senzory/wifi/co2/69,1215,"84,52","13,76"
264588322,2024-12-10,18:51:14,/ttndata/senzory/wifi/co2/69,1215,"84,51","13,71"
264588193,2024-12-10,18:51:09,/ttndata/senzory/wifi/co2/69,1215,"84,51","13,68"
264588187,2024-12-10,18:51:04,/ttndata/senzory/wifi/co2/69,1213,"84,50","13,66"
264588166,2024-12-10,18:50:58,/ttndata/senzory/wifi/co2/69,1213,"84,52","13,65"
264588019,2024-12-10,18:50:52,/ttndata/senzory/wifi/co2/69,1214,"84,50","13,63"
264587967,2024-12-10,18:50:45,/ttndata/senzory/wifi/co2/69,1216,"84,47","13,56"
264587893,2024-12-10,18:50:40,/ttndata/senzory/wifi/co2/69,1216,"84,48","13,54"
264587822,2024-12-10,18:50:35,/ttndata/senzory/wifi/co2/69,1215,"84,45","13,51"
264587810,2024-12-10,18:50:30,/ttndata/senzory/wifi/co2/69,1215,"84,44","13,49"
