id,date,time,topic,co2,humidity,temp
264589165,2024-12-10,18:52:32,/ttndata/eui-24e124785d160333-28,null,90,"14,2"
264588500,2024-12-10,18:51:32,/ttndata/eui-24e124785d160333-28,null,"89,5","13,9"
264587818,2024-12-10,18:50:32,/ttndata/eui-24e124785d160333-28,null,89,"13,7"
264587203,2024-12-10,18:49:32,/ttndata/eui-24e124785d160333-28,null,"88,5","13,5"
264586656,2024-12-10,18:48:32,/ttndata/eui-24e124785d160333-28,null,"87,5","13,3"
264586111,2024-12-10,18:47:32,/ttndata/eui-24e124785d160333-28,null,87,"13,1"
264585583,2024-12-10,18:46:32,/ttndata/eui-24e124785d160333-28,null,86,13
264585040,2024-12-10,18:45:32,/ttndata/eui-24e124785d160333-28,null,"85,5","12,9"
264584592,2024-12-10,18:44:32,/ttndata/eui-24e124785d160333-28,null,"84,5","12,9"
264584011,2024-12-10,18:43:32,/ttndata/eui-24e124785d160333-28,null,84,"12,9"
264583581,2024-12-10,18:42:32,/ttndata/eui-24e124785d160333-28,null,84,"12,9"
264583032,2024-12-10,18:41:32,/ttndata/eui-24e124785d160333-28,null,84,13
264582658,2024-12-10,18:40:32,/ttndata/eui-24e124785d160333-28,null,"84,5","13,1"
264582047,2024-12-10,18:39:32,/ttndata/eui-24e124785d160333-28,null,"84,5","13,2"
264581489,2024-12-10,18:38:32,/ttndata/eui-24e124785d160333-28,null,"83,5","13,4"
264581077,2024-12-10,18:37:32,/ttndata/eui-24e124785d160333-28,null,83,"13,6"
264580649,2024-12-10,18:36:32,/ttndata/eui-24e124785d160333-28,null,82,"13,9"
264580065,2024-12-10,18:35:32,/ttndata/eui-24e124785d160333-28,null,"82,5","14,3"
264579608,2024-12-10,18:34:32,/ttndata/eui-24e124785d160333-28,null,"87,5","14,5"
264579053,2024-12-10,18:33:32,/ttndata/eui-24e124785d160333-28,null,92,"13,9"
264576768,2024-12-10,18:29:30,/ttndata/eui-24e124785d160333-28,null,"91,5","8,5"
264571188,2024-12-10,18:19:30,/ttndata/eui-24e124785d160333-28,null,91,"7,2"
264565692,2024-12-10,18:09:30,/ttndata/eui-24e124785d160333-28,null,89,"4,2"
264559579,2024-12-10,17:59:30,/ttndata/eui-24e124785d160333-28,null,"87,5","2,7"
264554003,2024-12-10,17:49:30,/ttndata/eui-24e124785d160333-28,null,75,"1,4"
264548633,2024-12-10,17:39:30,/ttndata/eui-24e124785d160333-28,null,71,"1,3"
264543020,2024-12-10,17:29:30,/ttndata/eui-24e124785d160333-28,null,80,"1,6"
264537032,2024-12-10,17:19:30,/ttndata/eui-24e124785d160333-28,null,"70,5",1
264531210,2024-12-10,17:09:30,/ttndata/eui-24e124785d160333-28,null,68,"1,8"
264525185,2024-12-10,16:59:30,/ttndata/eui-24e124785d160333-28,null,"59,5","2,6"
264519235,2024-12-10,16:49:30,/ttndata/eui-24e124785d160333-28,null,64,"3,7"
264513162,2024-12-10,16:39:30,/ttndata/eui-24e124785d160333-28,null,"53,5","4,6"
264507130,2024-12-10,16:29:30,/ttndata/eui-24e124785d160333-28,null,62,"8,2"
264501281,2024-12-10,16:19:30,/ttndata/eui-24e124785d160333-28,null,"85,5","8,6"
264489361,2024-12-10,15:59:30,/ttndata/eui-24e124785d160333-28,null,"39,5",10
264482761,2024-12-10,15:49:30,/ttndata/eui-24e124785d160333-28,null,39,17
264476961,2024-12-10,15:39:30,/ttndata/eui-24e124785d160333-28,null,"30,5",22
264470724,2024-12-10,15:29:30,/ttndata/eui-24e124785d160333-28,null,31,"22,2"
264464360,2024-12-10,15:19:30,/ttndata/eui-24e124785d160333-28,null,32,"22,5"
264458175,2024-12-10,15:09:30,/ttndata/eui-24e124785d160333-28,null,34,"23,1"
