id,date,time,topic,co2,humidity,temp
98,2024-12-15,18:43:50,ahoj,1,2,14
99,2024-12-15,18:43:40,ahoj,1,2,14
100,2024-12-15,18:43:30,ahoj,1,2,14
101,2024-12-15,18:43:20,ahoj,1,2,14
102,2024-12-15,18:43:10,ahoj,1,2,14
103,2024-12-15,18:43:00,ahoj,1,2,14
104,2024-12-15,18:42:50,ahoj,1,2,14
105,2024-12-15,18:42:40,ahoj,1,2,13
106,2024-12-15,18:42:30,ahoj,1,2,13
107,2024-12-15,18:42:20,ahoj,1,2,13
108,2024-12-15,18:42:10,ahoj,1,2,13
109,2024-12-15,18:42:00,ahoj,1,2,13
110,2024-12-15,18:41:50,ahoj,1,2,13
111,2024-12-15,18:41:40,ahoj,1,2,12
112,2024-12-15,18:41:30,ahoj,1,2,12
113,2024-12-15,18:41:20,ahoj,1,2,12
114,2024-12-15,18:41:10,ahoj,1,2,12
115,2024-12-15,18:41:00,ahoj,1,2,12
116,2024-12-15,18:40:50,ahoj,1,2,12
117,2024-12-15,18:40:40,ahoj,1,2,11
118,2024-12-15,18:40:30,ahoj,1,2,11
119,2024-12-15,18:40:20,ahoj,1,2,11
120,2024-12-15,18:40:10,ahoj,1,2,11
121,2024-12-15,18:40:00,ahoj,1,2,11
122,2024-12-15,18:39:50,ahoj,1,2,11
123,2024-12-15,18:39:40,ahoj,1,2,10
124,2024-12-15,18:39:30,ahoj,1,2,10
125,2024-12-15,18:39:20,ahoj,1,2,10
126,2024-12-15,18:39:10,ahoj,1,2,10
127,2024-12-15,18:39:00,ahoj,1,2,10
128,2024-12-15,18:38:50,ahoj,1,2,10
129,2024-12-15,18:38:40,ahoj,1,2,9
130,2024-12-15,18:38:30,ahoj,1,2,9
131,2024-12-15,18:38:20,ahoj,1,2,9
132,2024-12-15,18:38:10,ahoj,1,2,9
133,2024-12-15,18:38:00,ahoj,1,2,9
134,2024-12-15,18:37:50,ahoj,1,2,9
135,2024-12-15,18:37:40,ahoj,1,2,8
136,2024-12-15,18:37:30,ahoj,1,2,8
137,2024-12-15,18:37:20,ahoj,1,2,8
138,2024-12-15,18:37:10,ahoj,1,2,8
139,2024-12-15,18:37:00,ahoj,1,2,8
140,2024-12-15,18:36:50,ahoj,1,2,8
141,2024-12-15,18:36:40,ahoj,1,2,7
142,2024-12-15,18:36:30,ahoj,1,2,7
143,2024-12-15,18:36:20,ahoj,1,2,7
144,2024-12-15,18:36:10,ahoj,1,2,7
145,2024-12-15,18:36:00,ahoj,1,2,7
146,2024-12-15,18:35:50,ahoj,1,2,7
147,2024-12-15,18:35:40,ahoj,1,2,6
148,2024-12-15,18:35:30,ahoj,1,2,6
149,2024-12-15,18:35:20,ahoj,1,2,6
150,2024-12-15,18:35:10,ahoj,1,2,6
151,2024-12-15,18:35:00,ahoj,1,2,6
152,2024-12-15,18:34:50,ahoj,1,2,6
153,2024-12-15,18:34:40,ahoj,1,2,5
154,2024-12-15,18:34:30,ahoj,1,2,5
155,2024-12-15,18:34:20,ahoj,1,2,5
156,2024-12-15,18:34:10,ahoj,1,2,5
157,2024-12-15,18:34:00,ahoj,1,2,5
158,2024-12-15,18:33:50,ahoj,1,2,5
159,2024-12-15,18:33:40,ahoj,1,2,5
160,2024-12-15,18:33:30,ahoj,1,2,4
161,2024-12-15,18:33:20,ahoj,1,2,4
162,2024-12-15,18:33:10,ahoj,1,2,4
163,2024-12-15,18:33:00,ahoj,1,2,4
164,2024-12-15,18:32:50,ahoj,1,2,4
165,2024-12-15,18:32:40,ahoj,1,2,4
166,2024-12-15,18:32:30,ahoj,1,2,3
167,2024-12-15,18:32:20,ahoj,1,2,3
168,2024-12-15,18:32:10,ahoj,1,2,3
169,2024-12-15,18:32:00,ahoj,1,2,3
170,2024-12-15,18:31:50,ahoj,1,2,3
171,2024-12-15,18:31:40,ahoj,1,2,3
172,2024-12-15,18:31:30,ahoj,1,2,2
173,2024-12-15,18:31:20,ahoj,1,2,2
174,2024-12-15,18:31:10,ahoj,1,2,2
175,2024-12-15,18:31:00,ahoj,1,2,2
176,2024-12-15,18:30:50,ahoj,1,2,2
177,2024-12-15,18:30:40,ahoj,1,2,2
178,2024-12-15,18:30:30,ahoj,1,2,1
179,2024-12-15,18:30:20,ahoj,1,2,1
180,2024-12-15,18:30:10,ahoj,1,2,1
181,2024-12-15,18:30:00,ahoj,1,2,1
182,2024-12-15,18:29:50,ahoj,1,2,1
183,2024-12-15,18:29:40,ahoj,1,2,1
184,2024-12-15,18:29:30,ahoj,1,2,0
185,2024-12-15,18:29:20,ahoj,1,2,0
186,2024-12-15,18:29:10,ahoj,1,2,0
